candidate_label,Alexandra Dessoy (C),Anders Storgaard (C),Ane Rolsted (C),Anne Eggen (Ø),Anne Eskildsen (B),Annedorthe Kring (Å),Asbjørn Dalgaard (A),August Gade (F),Bettina Palle (I),Bianca Vitting (Ø),Birgit Bech (Ø),Bjarke Bisgaard Yolal (F),Bjarne Henriksen (A),Brian Holm (C),Britt Dam (A),Carina Høedt (C),Carsten Nørballe (F),Caspar Stefani (C),Casper Pedersen (V),Cecilie Fisker (M),Christian Ohm-Hieronymussen (V),Christina Sylvest-Noer (A),Christine Jørnø Vestergaard (A),Claude Teisen-Simony (T),Claus Wagenblast-Franck (C),Daniel Panduro (Ø),David Michael Gerschwald (O),Ebbe Wendt Lorenzen (A),Elias Lederhaas (C),Else Guldager (Ø),Else Marie Thorgaard (C),Emil Samaras (Ø),Eva Bechmann (Æ),Fasael Rehman (C),Frederik Tuxen Bjerrum (I),Freja Fokdal (B),Gabriel Egholm Rasmussen (Ø),Helle Sjelle (M),Henrik Karl Hierl (I),Henrik Kragelund (C),Isabel Havndrup Aackmann (B),Jacob Rosenberg (C),Jakob Ørsted (Ø),Jan E. Jørgensen (V),Janek Balling Majewicz (A),Jens Otto Jarløv (B),Jens-Christian Navarro Poulsen (B),Jesper Jerry Schou Nielsen (F),Jesper Ronald Jensen (C),Jimmy Streit (C),Joachim Høyrup (V),Joseph Favilla (I),Julius Lundsteen (F),Karsten Lauritsen (B),Kim Christiansen (A),Kim Hjerrild (Å),Klaus Eskelund (C),Kristoffer Appel (A),Kurt Pii (M),Lars Berg Andersen (I),Laura Lindahl (C),Laurids Kristian Fahl (Ø),Line Østergaard Olsen (I),Lone Loklindt (B),Lotte Kofoed (F),Mads Freund (M),Mads Simonsen (A),Mads-Emil Gaardsvig Christensen (Ø),Maj-Britt Mathiesen (C),Malene Sandfeld (V),Malou Ananiassen (C),Malou Astrup (A),Malte Mathies Løcke (A),Marie Budtz Andersen (C),Martin Skytte (D),Matthew Dawids (O),Merete Winther Hildebrandt (C),Mette Bram (Å),Mia Michelle Haugaard (Ø),Michella Lescher (F),Nikolaj Bøgh (C),Nikolaj Rachdi Bührmann (F),Nina Wendt (F),Palle Bisgaard (Ø),Peder Brandhof (C),Per Ludvigsen (V),Per Odin Thiim Thim (E),Per Paludan Hansen (V),Per Toni Hansen (B),Peter Kristiansen (F),Pil Yildiz (Ø),Preben Boldt (V),Rami Zouzou (C),Rasmus Edelberg (A),Rasmus Holme (Ø),René Hülz (F),Rie Jakobsen (C),Rikke Alice Bille (B),Rosa Agersnap Bone (Ø),Rune Rummel (A),Silas T. H. Rasmussen (C),Sine Heltberg (A),Sofie Kümpel (A),Susanne Bonfils (V),Susanne Nørlund Munk (A),Søren Bach (V),Søren Brønchenburg (C),Søren Dahlstrøm (A),Søren Frost (V),Thomas Frank (A),Thomas Jean Nielsen (M),Thomas Mølgaard Andersen (Å),Tilde Nordin Dræger (Ø),Tim Tue Wodskou (Å),Tina Jacobsen (C),Tomas Munch Nielsen (F),Tone Høybye (Ø),Torben Grinderslev (C),Vibeke Westh (A)
Emil Samaras (Ø),0.0,0.21339988592007442,0.0,0.04314140776158718,0.0,0.1693966599188868,0.2909546414128874,0.3694986322979294,0.03271287126173847,0.36863811442479705,0.24579069609186135,0.19507356874586632,0.0,0.1336588011747275,0.2648556053150647,0.37790594925777726,0.0,0.2326967966996945,0.28593258792822546,0.3419022398310671,0.053014484617702584,0.27133707115654415,0.0,0.07985278058687657,0.18039369359787846,0.2982876533709815,0.14974219933096786,0.30356130536955156,0.29897454374231114,0.25877158823920077,0.12741140254390457,1.0,0.2947315672186542,0.29101026717994893,0.2899464904757435,0.4177820348574161,0.20233591917308,0.2927245761758377,0.16859330327696698,0.1155695403551259,0.36667846226484724,0.27947533765390636,0.0,0.22851054433353377,0.12941402491202295,0.07241363119468867,0.0,0.02873088128407382,0.19810925923234118,0.3155939223502438,0.2814163375639279,0.16669051280731298,0.12429329470742637,0.0,0.10756534082130423,0.19665552065252004,0.0,0.36616081972737874,0.21172299619583404,0.2919610557535745,0.17346088433655624,0.0,0.1765433293523456,0.362558767807814,0.39648634921858494,0.09810590269505966,0.11297490354344546,0.7858195980148176,0.008252919660553068,0.3074307703051896,0.2331218030706326,0.0,0.34525694571054655,0.11049047664450388,0.0,0.18881605600311233,0.3096495562167525,0.3212828159647051,0.2327917072231079,0.32933769253657846,0.19164970263566294,0.08097512160226057,0.0,0.28070001015631374,0.13909403246331886,0.0,0.26497049172743414,0.04651697997830728,0.046199805691955885,0.10254732881091035,0.1621743565749287,0.1946915145787691,0.24012284828052063,0.24291552762274676,0.2239615600288598,0.07022597625434226,0.21163446051762455,0.19971288494583342,0.3808403040272943,0.14879973085837372,0.051783849864145935,0.19775459151732386,0.05255427850771113,0.0,0.36428491860787565,0.0,0.21410945515857255,0.06284650468932998,0.23947131484031797,0.09363578368680874,0.1997662692914459,0.034643728206269764,0.2469473492102825,0.3271320270214668,0.19214248303551656,0.16876445693850872,0.2848963965702753,0.0,0.28504802932553747
Eva Bechmann (Æ),0.0,0.29999887478451315,0.0,0.14288716512333718,0.0,0.28580842023923925,0.3924281473855642,0.4953133711306175,0.11961742393983282,0.3959804004538338,0.3381057437460713,0.3127753865940581,0.0,0.2347317534532113,0.3884756832014569,0.48615081853909264,0.0,0.4077254650419458,0.4055522777727068,0.5334816908086205,0.05844388601129503,0.46383870012465633,0.0,0.17413372118032228,0.3248345701971778,0.3706511199346877,0.3062444089803,0.42375752511746106,0.3777953854441856,0.4339066779548105,0.17768446331450907,0.2947315672186542,1.0,0.4751117745525417,0.5168301112997031,0.5062399794335324,0.34382637158736695,0.5396604845474021,0.27101431938117154,0.22307223074616148,0.5298631540702934,0.5031369033915957,0.0,0.3559143541522408,0.13688778018874595,0.14671974592206713,0.0,0.04162822266200418,0.38284298393080557,0.4892105508646163,0.506989447836085,0.22878690486255798,0.2128883814786198,0.0,0.16189436514651853,0.29547359066680234,0.0,0.49122912395109725,0.4175876511149976,0.4590478295275416,0.3442580538390546,0.0,0.17396275106665773,0.44528886898533676,0.5525104716991724,0.15354948274924074,0.1502982722467156,0.0,0.0,0.5514048800293113,0.42270874434439365,0.0,0.3836688391298288,0.18878559983285367,0.0,0.24205837450085707,0.4750946994867856,0.4658668987883259,0.3074575340424796,0.44902836799220397,0.32530875133692094,0.08900872631875463,0.0,0.4962326311102226,0.11908545897401127,0.0,0.44971045558014344,0.13307242963062021,0.07662249783650545,0.16224264659741772,0.30307072399601753,0.4164908689632304,0.45946126508187535,0.3273983869543201,0.317853028658959,0.1413329595673909,0.4192253650376609,0.3352412279202351,0.509729485772162,0.2411783478856026,0.08269484590747492,0.24099738039342627,0.09355107585732746,0.0,0.5042608437080547,0.0,0.34614666222184093,0.1556688764667847,0.36948113216501594,0.13804589844987605,0.30803649536271693,0.12107422289260635,0.3838308116427016,0.537256217757295,0.24150889046459836,0.3284029690835111,0.46479545560706764,0.0,0.4178445899794874
Fasael Rehman (C),0.0,0.3341695517466069,0.0,0.16647543745125337,0.0,0.25926663490592894,0.5081514521886789,0.5201672097402305,0.03670417846298865,0.468107903257399,0.3558850603930635,0.31071264374251667,0.0,0.22228243758348842,0.4970892815071219,0.497201167187062,0.0,0.42649434738067316,0.532594080097318,0.4954195638865189,0.11329352970141301,0.5585441375907901,0.0,0.2370356217520159,0.3869295308815279,0.39832685797288875,0.3817482418939386,0.4479078835145483,0.3603244339062406,0.3499246837141018,0.203598303844212,0.29101026717994893,0.4751117745525417,0.9999999999999999,0.6445528751167995,0.4684753380807458,0.3164298504984944,0.6246927520899811,0.26674286989424423,0.27582865958132163,0.6044704337583162,0.4326279481090142,0.0,0.3701386764551855,0.2100316675777358,0.19437782496177428,0.0,0.23199605326332048,0.3463348632737755,0.5610127200961206,0.5243582131129887,0.3767669557541157,0.25231813502502637,0.0,0.15267085269054273,0.3848718425262524,0.0,0.4623007741515189,0.4671624668599153,0.47916581867534763,0.4271963477452484,0.0,0.26112697501081017,0.45521572128852444,0.5212655896091827,0.15805399402692305,0.16502163232289138,0.0,0.050110821044247314,0.5165448194533053,0.5313663979622151,0.0,0.43588030920792226,0.26706442975075806,0.0,0.4136470642232322,0.45874388454952425,0.49198079396050554,0.40155737160402855,0.4535397190889485,0.27306948506321344,0.1398982716358031,0.0,0.47726950423322373,0.1910539103557639,0.0,0.4171075801931737,0.10544258823275217,0.11348935213261571,0.19316814873790206,0.5644241975309741,0.3858998539841593,0.4143756472935863,0.3467230934474941,0.33572480834834617,0.13404189865577018,0.3367472606630409,0.5372238831668318,0.5357672220877258,0.3387395131086261,0.11519291778659553,0.2680187357788764,0.14054424011714883,0.0,0.6319500133873155,0.0,0.38525473309214714,0.22601619777518342,0.3416266647763145,0.13938315689440187,0.4530724789111726,0.12025215163302332,0.3033547077221804,0.5381052602034713,0.20200881675555843,0.30854949239594437,0.47008023147135053,0.0,0.5905824211318236
Frederik Tuxen Bjerrum (I),0.0,0.3401611357593802,0.0,0.26352383112174665,0.0,0.31140789885821707,0.4108918479534112,0.5659614667606164,0.06765288127650414,0.45684757234071655,0.3824304550129349,0.32494159159415653,0.0,0.22097076612149513,0.4749306668518473,0.5471266466701566,0.0,0.4663787551904942,0.5743612160211516,0.5792435504439366,0.08873242490984873,0.556444033186457,0.0,0.1944405114374507,0.3921430285570127,0.46604908454057037,0.4147868286012866,0.4339794096124665,0.42373608606077223,0.43354896974052143,0.20115703410287117,0.2899464904757435,0.5168301112997031,0.6445528751167995,1.0,0.49383872680877605,0.3920524713870654,0.595562110712678,0.2890603914514175,0.31286037809347195,0.583572948172557,0.5410576652027965,0.0,0.3924664737369189,0.10459223090131406,0.16702450433283975,0.0,0.14439342083942588,0.35120551519230847,0.5510408567680538,0.5400021412660744,0.3156893804226112,0.22403054361876565,0.0,0.15432682418066265,0.35710498194041007,0.0,0.5067216328009599,0.49417942573056056,0.5231145169235838,0.3503787294884499,0.0,0.2653932121686349,0.5369220058505791,0.5679755124033906,0.18387116230074912,0.14484586510537967,0.0,0.08518009196092458,0.5471457418426788,0.44852411525673896,0.0,0.4500097622457958,0.29677532980455956,0.0,0.40356709752934444,0.5352977587502279,0.5274532079697848,0.38168543878033745,0.5150712885518822,0.3462211579695118,0.15571697112179056,0.0,0.49078715579622756,0.11797392661242717,0.0,0.5167394907318702,0.06930589122048779,0.11349050676903674,0.2601719711704126,0.4948631571009698,0.4248689134986717,0.5159815474527382,0.3759715912333765,0.31517974225033013,0.14874841741262626,0.4529520669307324,0.46405342073599604,0.5130151429933938,0.3807371485622858,0.11021271405380263,0.3155177806005579,0.13382334170177398,0.0,0.5780072620418222,0.0,0.4154040130324397,0.20775036704970096,0.33035964697452025,0.16331501765906392,0.48544707306808477,0.15659022007033335,0.2951141840165202,0.5371212086048222,0.19034663704524662,0.3439354634414457,0.5479447844819741,0.0,0.5363083094543574
Freja Fokdal (B),0.0,0.3814841680422111,0.0,0.05758817439690857,0.0,0.2804960523994914,0.43192515631523787,0.567910782487656,0.09922487518887088,0.5327432263993567,0.32524723140269224,0.32632661714281863,0.0,0.18469118219790792,0.44926485269099203,0.6059889825358101,0.0,0.38021830310795757,0.46562495904682594,0.5229687895024487,0.11478260454533604,0.451343087353684,0.0,0.10528258811831791,0.3032262529914296,0.47695216845200583,0.25293690872019664,0.5226668039433876,0.49179075998936633,0.4433457263734816,0.21759713147026885,0.4177820348574161,0.5062399794335324,0.4684753380807458,0.49383872680877605,1.0,0.37626355366616293,0.46743797001005755,0.254436502286915,0.20845225970357964,0.599692807266288,0.5259464804299545,0.0,0.40207004260570056,0.14501419191350132,0.14686692239571117,0.0,0.057322910288646015,0.37023769999563144,0.5188063524212582,0.4367172896356527,0.2586047150271131,0.22356603833029334,0.0,0.16699355482225053,0.3247565403001966,0.0,0.6050994222848491,0.318824844977939,0.45153683473794964,0.3284696033731585,0.0,0.23617919048229344,0.5700528916591628,0.6227917737595681,0.15852222835788266,0.14938801340844204,0.0,0.01602834750474884,0.5205953646897141,0.4364792948426624,0.0,0.5288107788835557,0.16599287673483715,0.0,0.23520974191391128,0.5238197489885327,0.5406176639837493,0.35658766334192465,0.5961558370754154,0.33113837977455757,0.1274873674667889,0.0,0.4798692610288762,0.2567232705180234,0.0,0.46595665782061696,0.053651834322952986,0.06158070034664747,0.15911377363741777,0.26685347732732884,0.390797388719341,0.40608492624229947,0.37424012682454355,0.3760494934685175,0.16379633330291282,0.38731401413620636,0.3080143463581587,0.6244161859204651,0.24981027216384444,0.09613913016067054,0.32074351355450664,0.053998893919785663,0.0,0.5428059271056391,0.0,0.35411786571736215,0.13036707357458605,0.3763425019592534,0.13962457471444636,0.3178883381735007,0.07706296931758981,0.3510358048156446,0.5249218167440467,0.2775505424120456,0.3537248949374033,0.48002324077771197,0.0,0.43523136598902923
Gabriel Egholm Rasmussen (Ø),0.0,0.23243020544913226,0.0,0.09560080709414451,0.0,0.19734470980254828,0.23831396983347372,0.3729518263484876,0.19483325350214364,0.3810434692438062,0.2773361589774361,0.2368986971899261,0.0,0.18157771352451216,0.2892310893230585,0.34263716693405327,0.0,0.40414367992240546,0.31033069962903836,0.39336559266192495,0.05287967758997409,0.40634359034584744,0.0,0.09712184736723621,0.2237035589498024,0.3586981736174492,0.2990174056067603,0.22211124728780282,0.2838449447663441,0.4674380236923783,0.16320191135793136,0.20233591917308,0.34382637158736695,0.3164298504984944,0.3920524713870654,0.37626355366616293,0.9999999999999999,0.35504160335211654,0.21293668458960893,0.16845980555762738,0.43205514230819636,0.4138497207620497,0.0,0.27315111833451006,0.03245914900936674,0.12770734939669182,0.0,0.0,0.274748214317526,0.3230767385774237,0.3634284224285205,0.1259657922490776,0.14269142561600248,0.0,0.13243356729701844,0.19094691401330657,0.0,0.3884203314115557,0.27186312390559925,0.4096489451090818,0.16680385809078688,0.0,0.23990528184356855,0.32240079388472015,0.36459919448319494,0.10695592069036236,0.08797637543797197,0.0,0.03709949191244736,0.3634075213981839,0.2530081644584955,0.0,0.30639112077333325,0.15895524627775265,0.0,0.26791993616270887,0.3747822766419456,0.3533907179466885,0.2061159873997624,0.38518167712631474,0.24586344647164704,0.11338316271973622,0.0,0.29661432968650553,0.13982154733359417,0.0,0.2996833678099601,0.19468105076935924,0.06579261530893132,0.2200781950968865,0.2543195700797176,0.2777237592296797,0.3567565873624723,0.26632881670141884,0.2683466967278193,0.24762750708206255,0.4362795053696119,0.21359957817682754,0.3939812115201467,0.2754704152910763,0.059716481710472315,0.1253939377025495,0.026450262546468848,0.0,0.34101396622839636,0.0,0.3058377312770751,0.17525100784312336,0.2935020709198216,0.11765629460463638,0.22378426358834355,0.0870858375815778,0.1554892697713861,0.4191332068208854,0.22500993850314352,0.34026587264446945,0.4570976996118548,0.0,0.29661086933838066
Helle Sjelle (M),0.0,0.27654682777103956,0.0,0.10080173442882766,0.0,0.2765937492826421,0.4931404488873897,0.4867546222686381,0.03703959619498212,0.4360991947081879,0.40773571600797714,0.3549095892167894,0.0,0.25347070188560805,0.4883755353657483,0.4571163620498703,0.0,0.5132019966981878,0.515368456461553,0.525331072166723,0.12676785440973498,0.5709679913029458,0.0,0.39755675076201913,0.4330119627642247,0.3667371567893546,0.35182346993978875,0.44488600707697457,0.4297881257986916,0.4813904637261214,0.2033843818726559,0.2927245761758377,0.5396604845474021,0.6246927520899811,0.595562110712678,0.46743797001005755,0.35504160335211654,0.9999999999999999,0.3016111761463488,0.25768973673557255,0.583214677609021,0.45893802266581685,0.0,0.4242080090578592,0.1929005952111441,0.2759229160102803,0.0,0.09156437679622652,0.3691317535643715,0.5638777595453881,0.5812744287072875,0.2743480643018964,0.23246657523353376,0.0,0.1857714074394804,0.35950134341966206,0.0,0.5170684402270891,0.5647064125689283,0.5533187615867882,0.40094147205866243,0.0,0.24183400857561663,0.4891857865898089,0.5438219667890173,0.16116633565986632,0.1772241014996328,0.0,0.055818575805005086,0.6038615637559953,0.48371315826778855,0.0,0.4244763962088606,0.2558719295462003,0.0,0.3621439414621623,0.5216212861302515,0.4819244885950822,0.3636455838348332,0.4964442165873118,0.32115684761871544,0.14730873028297728,0.0,0.5004956607385833,0.13590646610519164,0.0,0.42490916415222135,0.19797312293972766,0.17218090993241542,0.2561636308373953,0.43596772619973734,0.46417738060883695,0.43242063806656345,0.38570377251118865,0.3456937828783906,0.2017168540626143,0.39831514665274065,0.5263419962863117,0.5520273399105333,0.3226647162091297,0.10537950606675194,0.28119209579264537,0.22732709683736257,0.0,0.6366531716901119,0.0,0.38536835117370466,0.17888399229295118,0.3883770356239486,0.17278671744882385,0.4337677500079396,0.09406582717361543,0.3189637401661073,0.5176521871886333,0.3101270457626693,0.36407415047897085,0.5760819377076728,0.0,0.5689898645317794
Henrik Karl Hierl (I),0.0,0.16392470987162613,0.0,0.04987991329106494,0.0,0.19172833565538286,0.24167908694152498,0.31104998728244837,0.07532464979072905,0.28066375756357576,0.21476244634524827,0.18617701401381434,0.0,0.16765516620078008,0.2432084914070815,0.2640358423006532,0.0,0.24152846548238455,0.26122136056474937,0.27727941123397526,0.07686485390416274,0.2814609315320977,0.0,0.09788033835984579,0.19966423863411276,0.22422274613084883,0.20823055599703658,0.21139196880705483,0.24972701154917282,0.2472490052339414,0.10639199771788196,0.16859330327696698,0.27101431938117154,0.26674286989424423,0.2890603914514175,0.254436502286915,0.21293668458960893,0.3016111761463488,1.0,0.8198601066487087,0.29427768018020095,0.2880594400880218,0.0,0.20916205505368388,0.08279060310827174,0.09053548061702546,0.0,0.028181023922997896,0.2043253293388565,0.2660123821167752,0.29861102708565657,0.19473814086534835,0.1105155129762609,0.0,0.11260685604874336,0.1685767655841082,0.0,0.33233092452628665,0.2347977745296169,0.3023151612789664,0.19469230555892247,0.0,0.1071974694283541,0.29617967882278495,0.32111746238914346,0.10000932181865285,0.08247126350674962,0.0,0.009961062429921194,0.28797788891134546,0.21881744126848804,0.0,0.2390747124454118,0.12813482703453463,0.0,0.23848033260346232,0.29090175839066884,0.2562750072484203,0.18456890936935108,0.2949711280052263,0.18260891594072542,0.10377151091940742,0.0,0.25865687324973186,0.08960298544026506,0.0,0.2590286802147648,0.10391864950396988,0.04995439033709535,0.10880231572181503,0.1740644862875474,0.227101928744805,0.23021119451357697,0.20831076797030956,0.1965655273173208,0.11410315047408576,0.24798312216769014,0.21919131135797085,0.34070420462714546,0.17670280093802437,0.07274397823713086,0.14625980925362972,0.04610392936794099,0.0,0.31395980885764796,0.0,0.23151935053611086,0.08882068408616832,0.21777261291852368,0.08671833280019738,0.21646622904164617,0.06404968075368303,0.17547294440440167,0.31893239475015506,0.20698671120262954,0.14609850564625473,0.2889602224107102,0.0,0.26560316460856714
Henrik Kragelund (C),0.0,0.13165213009715832,0.0,0.08077071565340962,0.0,0.12711386344161696,0.23600821410719713,0.2552432070724109,0.030806773922494857,0.17817357179591317,0.17349215567299492,0.1571508029235115,0.0,0.12320562306375298,0.19251577826038277,0.2509159052826295,0.0,0.21223154337208583,0.2819246729830636,0.25224529577050964,0.05230127534995342,0.2732363208336635,0.0,0.12737799111587472,0.17915521924052957,0.2237210392251032,0.24562867771895097,0.1766228442580029,0.18723470138740175,0.1796961594651976,0.08496576667997503,0.1155695403551259,0.22307223074616148,0.27582865958132163,0.31286037809347195,0.20845225970357964,0.16845980555762738,0.25768973673557255,0.8198601066487087,1.0,0.22743183108124726,0.2531533229969181,0.0,0.18139832311743023,0.06011000722026816,0.08433948105406928,0.0,0.06853104969455004,0.13601005624314888,0.2600024113061036,0.27208438746285957,0.14123376605978394,0.10234313285656876,0.0,0.08161083572078617,0.16589456459971608,0.0,0.23444897247289148,0.21555500294289756,0.2584761307296179,0.15049572225550673,0.0,0.10895788559941533,0.23402417726819702,0.24446449243742593,0.07896696743111717,0.0575468343467434,0.0,0.0,0.2614579329995785,0.22819574088644906,0.0,0.19778048886766184,0.11095862319230107,0.0,0.2156250820800598,0.21979634445994164,0.21396404772765495,0.14397437466349278,0.22619648989682503,0.15363308744482318,0.05884425926068719,0.0,0.22405975648130097,0.08670303995520294,0.0,0.2739234703591106,0.06550265259806984,0.07783641897245694,0.14716200679789454,0.22329042552776385,0.21650077420869776,0.2233018285819487,0.168212249307454,0.14432190898808897,0.05674294584034281,0.22649428098350669,0.2233956473814386,0.25220541264148977,0.16719484552842745,0.07088000734990628,0.12285965389059009,0.053788363726322834,0.0,0.2336143026540898,0.0,0.19690697317203543,0.08873243212494974,0.17113401444838425,0.06700595735725112,0.18843877946109358,0.08992361440778025,0.11436278794191088,0.28312164197179795,0.13519860273043663,0.14392849504551858,0.29662274679066764,0.0,0.25108814251022105
Isabel Havndrup Aackmann (B),0.0,0.3564918855967927,0.0,0.1698258240267576,0.0,0.3161894136255791,0.5316044597012488,0.5960887360218933,0.10353948205197054,0.5461805381878316,0.4258767706631183,0.3299809293820977,0.0,0.20062749585114092,0.5138951779981775,0.5383513688348786,0.0,0.4616387982625557,0.4865517300339888,0.5696308836828845,0.09572033093374603,0.5504506248398727,0.0,0.17961602286862421,0.3812817367653562,0.49638098590500485,0.37091929145496294,0.4971548777640774,0.4386155135453594,0.5101669727763283,0.2408054195340633,0.36667846226484724,0.5298631540702934,0.6044704337583162,0.583572948172557,0.599692807266288,0.43205514230819636,0.583214677609021,0.29427768018020095,0.22743183108124726,1.0000000000000002,0.529805283713427,0.0,0.39132619993305434,0.1678613327441232,0.22198694344842634,0.0,0.10340841655995106,0.3853163279429492,0.5879006978479553,0.5470931540525147,0.28158329810065685,0.2744918449746369,0.0,0.178301150740633,0.3966356151705848,0.0,0.5306562916503439,0.46819147447770076,0.5272030244437281,0.32153953227563686,0.0,0.260693889349058,0.5367240045883864,0.5521386814941905,0.15428862714938116,0.1881182645677374,0.0,0.05477321394640067,0.512674848515563,0.4741309825401474,0.0,0.5537887171881488,0.2418645227791059,0.0,0.3920538138899161,0.6092493777423772,0.4964277416827547,0.40541553558136667,0.5859564019022674,0.3285933574736365,0.13414218966112684,0.0,0.4803042460081639,0.1509114129142566,0.0,0.4630498819197281,0.11261217662299575,0.13780199773684837,0.16237889747145612,0.4443679311323689,0.43881630069359523,0.4601137898277607,0.4062068709039181,0.401531434876364,0.13038378472259748,0.40831285033992837,0.5177845498497485,0.6735614200306397,0.33282547516355354,0.12394559916955898,0.2752755314574265,0.09223809479974077,0.0,0.6008003708639053,0.0,0.3883665686518244,0.18065255252720291,0.3511470105591505,0.14938163002421692,0.38029755348755384,0.13066059721039422,0.3836168814084,0.6041489498259484,0.21414248012525058,0.36329919228405694,0.5479355643810402,0.0,0.5673140181861668
Jacob Rosenberg (C),0.0,0.37987698061290215,0.0,0.14469102442807988,0.0,0.31735858600088673,0.46124456364920907,0.5478313224641665,0.14461116814040162,0.48771914281864254,0.43859118643959694,0.29422112063042116,0.0,0.2318318709406188,0.30985673775179673,0.5450218356597076,0.0,0.45680627528394935,0.41734746203766815,0.4739887687461831,0.09762636484947486,0.45946125049321473,0.0,0.11955880786490632,0.3142752923698971,0.5083907506325195,0.4033610488143083,0.4594499423033025,0.3764567103234381,0.5045140683686304,0.21456478044620242,0.27947533765390636,0.5031369033915957,0.4326279481090142,0.5410576652027965,0.5259464804299545,0.4138497207620497,0.45893802266581685,0.2880594400880218,0.2531533229969181,0.529805283713427,1.0000000000000002,0.0,0.3611248942408406,0.09767165026299117,0.17477503101442826,0.0,0.03404957172027848,0.41398307710139765,0.5365011856632795,0.5254494038327033,0.20310457890298206,0.22425537004986848,0.0,0.16788193425196168,0.3316019513349954,0.0,0.48504613305405664,0.3634847565981302,0.5705616773905091,0.33614702118284356,0.0,0.22926555872048598,0.4550396714271089,0.4806465833979246,0.18671244190081837,0.14238893257920043,0.0,0.016404307298807364,0.4762403289692049,0.38817480818464073,0.0,0.43200515650455024,0.17204413483685113,0.0,0.30127996253884354,0.5713734894679683,0.5391841186227797,0.29329717710706615,0.517265927246476,0.298571286111175,0.15942413036050088,0.0,0.4685612872440728,0.12124078968309758,0.0,0.449149777841888,0.09826272801115946,0.06627211464018994,0.2112040083615442,0.34166188626237287,0.40933619035291224,0.5029319501954493,0.37024570404532803,0.3543128191578141,0.19564196802809547,0.42323703924799627,0.34660552768335623,0.5690235294385604,0.33466560387187183,0.09953220950318696,0.24370912435875983,0.0739252883548116,0.0,0.4172480144362689,0.0,0.4190136500097532,0.16538600221477154,0.3839067925876866,0.13460395391165614,0.33668752495863163,0.1103327452456856,0.2619606159316516,0.5956530059204441,0.27056801530381214,0.4575217832748911,0.5402112476074004,0.0,0.39859485868793837
Jakob Ørsted (Ø),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan E. Jørgensen (V),0.0,0.20804202574936778,0.0,0.09302168519722259,0.0,0.22535382912254112,0.3152959997790036,0.3975311702586829,0.05213144966695177,0.34695052362013384,0.2879308264057849,0.2537978060466912,0.0,0.16712778002357712,0.3284584672931286,0.4009214546458717,0.0,0.3605740085429351,0.3604599785577224,0.4072418788616466,0.10542789103696207,0.3792154648420557,0.0,0.1758858358679992,0.27416019803852865,0.29451240922085564,0.25371698196703935,0.31434678859887466,0.32431439704697745,0.3429662260879411,0.1537599543436608,0.22851054433353377,0.3559143541522408,0.3701386764551855,0.3924664737369189,0.40207004260570056,0.27315111833451006,0.4242080090578592,0.20916205505368388,0.18139832311743023,0.39132619993305434,0.3611248942408406,0.0,1.0,0.08330882083052278,0.14001473739092335,0.0,0.04649191244871689,0.23272267534268157,0.37570136099732493,0.3931415140132904,0.1774700851257985,0.1474567868429348,0.0,0.1319192930903799,0.2161524289738845,0.0,0.4028613277849957,0.3473335599978628,0.3954730375809514,0.21801442536079074,0.0,0.14396041694734166,0.3885816652199978,0.43480777934540915,0.11577713061804493,0.10482883355839916,0.0,0.022966942279285654,0.4734166729730895,0.33721822475271507,0.0,0.31789852960774484,0.1449486823342765,0.0,0.27018947945431604,0.3736003617270474,0.3776118855526334,0.23798971773077268,0.38101323011054156,0.2411138512628565,0.0959905751304289,0.0,0.32200047682517485,0.13834964234776942,0.0,0.32782348462610833,0.10718002704180866,0.05080549885930985,0.2045096447197595,0.26224747684583766,0.36568554123601266,0.34712795545450104,0.2772703260863854,0.2585141455422409,0.14336535178735557,0.33634825504700433,0.2778075598203614,0.4153889786885125,0.2210622196548697,0.6672208521913721,0.21382124960456725,0.08218913501308263,0.0,0.42567198438853154,0.0,0.29234998168250775,0.12088409483559834,0.30543782741418224,0.11534502489535643,0.24610073220335363,0.08749937685665121,0.2689436947278932,0.4054945634337958,0.25240845893888814,0.2549349861115698,0.4046427553279613,0.0,0.3448063253187473
