candidate_id,name,party,stemmekreds,uddannelse,bopael,alder,erhverv,sociale_medier,num_priorities,num_test_answers,url
882,Marcus Vesterager,A,Vesterbrokredsen,Kandidat-/masteruddannelse,,,,,3,25,https://www.dr.dk/nyheder/politik/folketingsvalg/din-stemmeseddel/kandidater/882-marcus-vesterager
